2024-02-08T09:01:29.857+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration big_integer -> org.hibernate.type.BasicTypeReference@460e5ffe
2024-02-08T09:01:29.857+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration java.math.BigInteger -> org.hibernate.type.BasicTypeReference@460e5ffe
2024-02-08T09:01:29.857+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration big_decimal -> org.hibernate.type.BasicTypeReference@1a4cbcc6
2024-02-08T09:01:29.857+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration java.math.BigDecimal -> org.hibernate.type.BasicTypeReference@1a4cbcc6
2024-02-08T09:01:29.857+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration character -> org.hibernate.type.BasicTypeReference@7cecab19
2024-02-08T09:01:29.857+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration char -> org.hibernate.type.BasicTypeReference@7cecab19
2024-02-08T09:01:29.857+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration java.lang.Character -> org.hibernate.type.BasicTypeReference@7cecab19
2024-02-08T09:01:29.857+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration character_nchar -> org.hibernate.type.BasicTypeReference@56402642
2024-02-08T09:01:29.857+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration string -> org.hibernate.type.BasicTypeReference@620572db
2024-02-08T09:01:29.857+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration java.lang.String -> org.hibernate.type.BasicTypeReference@620572db
2024-02-08T09:01:29.857+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration nstring -> org.hibernate.type.BasicTypeReference@1d5048d1
2024-02-08T09:01:29.858+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration characters -> org.hibernate.type.BasicTypeReference@47d9c01
2024-02-08T09:01:29.858+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration char[] -> org.hibernate.type.BasicTypeReference@47d9c01
2024-02-08T09:01:29.858+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration [C -> org.hibernate.type.BasicTypeReference@47d9c01
2024-02-08T09:01:29.858+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration wrapper-characters -> org.hibernate.type.BasicTypeReference@5358c8fa
2024-02-08T09:01:29.858+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration text -> org.hibernate.type.BasicTypeReference@1a02ebe0
2024-02-08T09:01:29.858+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration ntext -> org.hibernate.type.BasicTypeReference@58b3eb1
2024-02-08T09:01:29.858+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration clob -> org.hibernate.type.BasicTypeReference@6d7e2795
2024-02-08T09:01:29.858+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration java.sql.Clob -> org.hibernate.type.BasicTypeReference@6d7e2795
2024-02-08T09:01:29.859+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration nclob -> org.hibernate.type.BasicTypeReference@78743dd8
2024-02-08T09:01:29.859+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration java.sql.NClob -> org.hibernate.type.BasicTypeReference@78743dd8
2024-02-08T09:01:29.859+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration materialized_clob -> org.hibernate.type.BasicTypeReference@752494dd
2024-02-08T09:01:29.859+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration materialized_clob_char_array -> org.hibernate.type.BasicTypeReference@2986427e
2024-02-08T09:01:29.859+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration materialized_clob_character_array -> org.hibernate.type.BasicTypeReference@35d88a54
2024-02-08T09:01:29.859+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration materialized_nclob -> org.hibernate.type.BasicTypeReference@6c1bebca
2024-02-08T09:01:29.859+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration materialized_nclob_character_array -> org.hibernate.type.BasicTypeReference@3d4818e8
2024-02-08T09:01:29.859+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration materialized_nclob_char_array -> org.hibernate.type.BasicTypeReference@26c6288d
2024-02-08T09:01:29.859+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration Duration -> org.hibernate.type.BasicTypeReference@57bd9c2b
2024-02-08T09:01:29.859+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration java.time.Duration -> org.hibernate.type.BasicTypeReference@57bd9c2b
2024-02-08T09:01:29.859+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration LocalDateTime -> org.hibernate.type.BasicTypeReference@644b68ad
2024-02-08T09:01:29.859+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration java.time.LocalDateTime -> org.hibernate.type.BasicTypeReference@644b68ad
2024-02-08T09:01:29.859+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration LocalDate -> org.hibernate.type.BasicTypeReference@1939a394
2024-02-08T09:01:29.859+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration java.time.LocalDate -> org.hibernate.type.BasicTypeReference@1939a394
2024-02-08T09:01:29.859+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration LocalTime -> org.hibernate.type.BasicTypeReference@e2c627e
2024-02-08T09:01:29.859+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration java.time.LocalTime -> org.hibernate.type.BasicTypeReference@e2c627e
2024-02-08T09:01:29.859+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration OffsetDateTime -> org.hibernate.type.BasicTypeReference@35cbeb54
2024-02-08T09:01:29.859+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration java.time.OffsetDateTime -> org.hibernate.type.BasicTypeReference@35cbeb54
2024-02-08T09:01:29.859+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration OffsetDateTimeWithTimezone -> org.hibernate.type.BasicTypeReference@a7ae340
2024-02-08T09:01:29.859+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration OffsetDateTimeWithoutTimezone -> org.hibernate.type.BasicTypeReference@5e8bd498
2024-02-08T09:01:29.859+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration OffsetTime -> org.hibernate.type.BasicTypeReference@335972a5
2024-02-08T09:01:29.859+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration java.time.OffsetTime -> org.hibernate.type.BasicTypeReference@335972a5
2024-02-08T09:01:29.859+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration OffsetTimeUtc -> org.hibernate.type.BasicTypeReference@59a2bed1
2024-02-08T09:01:29.859+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration OffsetTimeWithTimezone -> org.hibernate.type.BasicTypeReference@49f2646
2024-02-08T09:01:29.859+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration OffsetTimeWithoutTimezone -> org.hibernate.type.BasicTypeReference@4b00d59
2024-02-08T09:01:29.859+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration ZonedDateTime -> org.hibernate.type.BasicTypeReference@7c048b30
2024-02-08T09:01:29.859+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration java.time.ZonedDateTime -> org.hibernate.type.BasicTypeReference@7c048b30
2024-02-08T09:01:29.860+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration ZonedDateTimeWithTimezone -> org.hibernate.type.BasicTypeReference@309cf657
2024-02-08T09:01:29.860+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration ZonedDateTimeWithoutTimezone -> org.hibernate.type.BasicTypeReference@4d4c4b14
2024-02-08T09:01:29.860+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration date -> org.hibernate.type.BasicTypeReference@49925d21
2024-02-08T09:01:29.860+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration java.sql.Date -> org.hibernate.type.BasicTypeReference@49925d21
2024-02-08T09:01:29.860+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration time -> org.hibernate.type.BasicTypeReference@11170228
2024-02-08T09:01:29.860+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration java.sql.Time -> org.hibernate.type.BasicTypeReference@11170228
2024-02-08T09:01:29.860+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration timestamp -> org.hibernate.type.BasicTypeReference@46ee7013
2024-02-08T09:01:29.860+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration java.sql.Timestamp -> org.hibernate.type.BasicTypeReference@46ee7013
2024-02-08T09:01:29.860+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration java.util.Date -> org.hibernate.type.BasicTypeReference@46ee7013
2024-02-08T09:01:29.860+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration calendar -> org.hibernate.type.BasicTypeReference@69d58731
2024-02-08T09:01:29.860+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration java.util.Calendar -> org.hibernate.type.BasicTypeReference@69d58731
2024-02-08T09:01:29.860+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration java.util.GregorianCalendar -> org.hibernate.type.BasicTypeReference@69d58731
2024-02-08T09:01:29.860+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration calendar_date -> org.hibernate.type.BasicTypeReference@3275a47f
2024-02-08T09:01:29.860+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration calendar_time -> org.hibernate.type.BasicTypeReference@1b5af65b
2024-02-08T09:01:29.860+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration instant -> org.hibernate.type.BasicTypeReference@2e0163cb
2024-02-08T09:01:29.860+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration java.time.Instant -> org.hibernate.type.BasicTypeReference@2e0163cb
2024-02-08T09:01:29.860+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration uuid -> org.hibernate.type.BasicTypeReference@6b289535
2024-02-08T09:01:29.860+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration java.util.UUID -> org.hibernate.type.BasicTypeReference@6b289535
2024-02-08T09:01:29.860+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration pg-uuid -> org.hibernate.type.BasicTypeReference@6b289535
2024-02-08T09:01:29.860+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration uuid-binary -> org.hibernate.type.BasicTypeReference@74619273
2024-02-08T09:01:29.860+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration uuid-char -> org.hibernate.type.BasicTypeReference@38c55a8a
2024-02-08T09:01:29.860+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration class -> org.hibernate.type.BasicTypeReference@1d7f7962
2024-02-08T09:01:29.860+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration java.lang.Class -> org.hibernate.type.BasicTypeReference@1d7f7962
2024-02-08T09:01:29.860+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration currency -> org.hibernate.type.BasicTypeReference@32d1d6c5
2024-02-08T09:01:29.860+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration Currency -> org.hibernate.type.BasicTypeReference@32d1d6c5
2024-02-08T09:01:29.860+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration java.util.Currency -> org.hibernate.type.BasicTypeReference@32d1d6c5
2024-02-08T09:01:29.860+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration locale -> org.hibernate.type.BasicTypeReference@4a5b38e6
2024-02-08T09:01:29.860+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration java.util.Locale -> org.hibernate.type.BasicTypeReference@4a5b38e6
2024-02-08T09:01:29.860+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration serializable -> org.hibernate.type.BasicTypeReference@58583a2d
2024-02-08T09:01:29.860+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration java.io.Serializable -> org.hibernate.type.BasicTypeReference@58583a2d
2024-02-08T09:01:29.860+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration timezone -> org.hibernate.type.BasicTypeReference@3e8afc2d
2024-02-08T09:01:29.861+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration java.util.TimeZone -> org.hibernate.type.BasicTypeReference@3e8afc2d
2024-02-08T09:01:29.861+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration ZoneOffset -> org.hibernate.type.BasicTypeReference@2d172c7
2024-02-08T09:01:29.861+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration java.time.ZoneOffset -> org.hibernate.type.BasicTypeReference@2d172c7
2024-02-08T09:01:29.861+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration url -> org.hibernate.type.BasicTypeReference@115ef673
2024-02-08T09:01:29.861+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration java.net.URL -> org.hibernate.type.BasicTypeReference@115ef673
2024-02-08T09:01:29.861+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration vector -> org.hibernate.type.BasicTypeReference@8ce3f27
2024-02-08T09:01:29.861+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration row_version -> org.hibernate.type.BasicTypeReference@614cd187
2024-02-08T09:01:29.864+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration object -> org.hibernate.type.JavaObjectType@6cfd08e9
2024-02-08T09:01:29.864+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration java.lang.Object -> org.hibernate.type.JavaObjectType@6cfd08e9
2024-02-08T09:01:29.864+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration null -> org.hibernate.type.NullType@105c6c9e
2024-02-08T09:01:29.865+01:00 DEBUG 62659 --- [main] org.hibernate.type.BasicTypeRegistry     : Adding type registration imm_date -> org.hibernate.type.BasicTypeReference@40a7974
